Alsópáhok,32081,8394,46.7667,17.1833
Alsórajk,18829,8767,46.65,17
Alsóregmec,23223,3989,48.4667,21.6167
Alsószenterzsébet,08767,8973,46.75,16.4833
Alsószentiván,25283,7012,46.7833,18.7333
Alsószentmárton,33279,7826,45.7892,18.3056
Alsószuha,28839,3726,48.3667,20.5167
Alsószölnök,22549,9983,46.9278,16.2086
Alsótelekes,08217,3735,48.4167,20.6667
Alsótold,07621,3069,47.95,19.6
Alsóvadász,29814,3811,48.25,20.9167
Alsózsolca,21032,3571,48.0667,20.8833
Alsóörs,30526,8226,46.9833,17.9833
Alsóújlak,22725,9842,47.05,16.8
Ambrózfalva,16197,6916,46.35,20.7333
Anarcs,29975,4546,48.1833,22.1167
Andocs,28714,8675,46.65,17.9333
Andornaktálya,17987,3399,47.85,20.4167
Andrásfa,12317,9811,46.9667,16.8
Annavölgy,34227,2529,47.6625,18.6771
Apagy,20303,4553,47.9667,21.9333
Apaj,33561,2345,47.1167,19.1
Aparhant,26125,7186,46.3333,18.45
Apc,07241,3032,47.8,19.7
Apostag,21148,6088,46.8833,18.95
Apácatorna,28370,8477,47.1167,17.3
Apátfalva,14252,6931,46.1667,20.5833
Apátistvánfalva,08873,9982,46.9006,16.2647
Apátvarasd,27298,7720,46.1833,18.4833
Aranyosapáti,09353,4634,48.2,22.2667
Aranyosgadány,06886,7671,46,18.1167
Arka,26198,3885,48.35,21.25
Arló,14331,3663,48.1833,20.2667
Arnót,03771,3713,48.1333,20.8667
Aszaló,04233,3841,48.2167,20.9667
Aszód,16188,2170,47.65,19.5
Aszófő,07339,8241,46.9333,17.8333
Atkár,16090,3213,47.7167,19.9
Attala,32735,7252,46.3524,18.0143
Babarc,05403,7757,45.9981,18.5547
Babarcszőlős,09663,7814,45.9,18.1364
Babosdöbréte,21263,8983,46.8167,16.7833
Babócsa,30474,7584,46.0333,17.3667
Babót,15042,9351,47.5667,17.0833
Badacsonytomaj,22327,8258,46.8,17.5167
Badacsonytomaj,22327,8261,46.8,17.5167
Badacsonytördemic,03267,8263,46.8167,17.4833
Bag,09131,2191,47.6333,19.4833
Bagamér,20011,4286,47.45,22
Baglad,11059,8977,46.6833,16.4833
Bagod,30368,8992,46.8781,16.7444
Baj,29212,2836,47.65,18.3667
Baja,03522,6500,46.1833,18.9667
Baja,03522,6501,46.1833,18.9667
Baja,03522,6502,46.1833,18.9667
Baja,03522,6503,46.1833,18.9667
Bajna,16744,2525,47.65,18.6
Bajánsenye,17020,9944,46.8,16.3833
Bajót,29355,2533,47.7333,18.5667
Bak,04738,8945,46.7292,16.8464
Bakháza,14395,7585,46.1,17.3667
Bakonszeg,15167,4164,47.1833,21.45
Bakonya,08299,7675,46.0833,18.0833
Bakonybánk,24244,2885,47.4667,17.9
Bakonybél,23746,8427,47.25,17.7333
Bakonycsernye,08730,8056,47.3167,18.0833
Bakonygyirót,28936,8433,47.4,17.825
Bakonyjákó,29513,8581,47.2167,17.6
Bakonykoppány,07287,8571,47.3333,17.6833
Bakonykúti,23153,8046,47.25,18.2
Bakonynána,25991,8422,47.2833,17.9667
Bakonyoszlop,30410,8418,47.35,17.9333
Bakonypéterd,22062,8436,47.4,17.825
Bakonypölöske,06327,8457,47.2,17.4833
Bakonyszentiván,23922,8557,47.4,17.6667
Bakonyszentkirály,22813,8430,47.3667,17.8833
Bakonyszentlászló,05944,8431,47.4,17.825
Bakonyszombathely,22381,2884,47.4667,17.9667
Bakonyszücs,26417,8572,47.3333,17.6833
Bakonyság,29902,8557,47.4,17.65
Bakonysárkány,25229,2861,47.45,18.1
Bakonytamási,24129,8555,47.4167,17.7333
Baks,29106,6768,46.55,20.1
Baksa,03975,7834,45.9536,18.0889
Baktakék,18184,3836,48.3833,21.0333
Baktalórántháza,02325,4561,48,22.0833
Baktüttös,15097,8946,46.7,16.8167
Bakóca,22275,7393,46.2167,18
Balajt,22521,3780,48.3,20.7333
Balassagyarmat,13657,2660,48.0833,19.3
Balassagyarmat,13657,2661,48.0833,19.3
Balassagyarmat,13657,2662,48.0833,19.3
Balaton,11527,3347,48.1,20.3167
Balatonakali,25308,8243,46.8833,17.75
Balatonalmádi,05838,8220,47.033,18.0164
Balatonalmádi,05838,8221,47.0333,18.0167
Balatonalmádi,05838,8222,47.0333,18.0167
Balatonberény,27377,8649,46.7167,17.3167
Balatonboglár,33853,8630,46.7667,17.6667
Balatonboglár,33853,8631,46.7667,17.6667
Balatonboglár,33853,8634,46.7667,17.6667
Balatoncsicsó,03072,8272,46.9333,17.6667
Balatonederics,12238,8312,46.8167,17.3833
Balatonendréd,19460,8613,46.8333,17.9833
Balatonfenyves,20729,8646,46.7167,17.5
Balatonföldvár,07117,8623,46.85,17.8833
Balatonfüred,21175,8230,46.95,17.8833
Balatonfőkajár,29461,8164,47.0167,18.2167
Balatonfűzfő,02219,8175,47.0667,18.05
Balatongyörök,17002,8313,46.75,17.3667
Balatonhenye,03638,8275,46.9167,17.6167
Balatonkenese,05148,8174,47.0333,18.1167
Balatonkeresztúr,07375,8647,46.7,17.3833
Balatonkeresztúr,07375,8648,46.7,17.3833
Balatonlelle,33862,8638,46.7833,17.6833
Balatonmagyaród,26462,8753,46.6,17.1833
Balatonmáriafürdő,14562,8647,46.7,17.3833
Balatonrendes,33844,8255,46.8333,17.5833
Balatonszabadi,16601,8651,46.8833,18.1333
Balatonszemes,22822,8636,46.8167,17.7833
Balatonszentgyörgy,21324,8710,46.6833,17.3
Balatonszepezd,17154,8252,46.85,17.6667
Balatonszárszó,24907,8624,46.8333,17.8333
Balatonszőlős,28501,8230,46.9616,17.875
Balatonszőlős,28501,8231,46.9667,17.8333
Balatonszőlős,28501,8232,46.9667,17.8333
Balatonszőlős,28501,8236,46.9667,17.8333
Balatonudvari,15565,8242,46.9,17.8167
Balatonvilágos,03559,8171,46.9667,18.1667
Balatonvilágos,03559,8172,46.9667,18.1667
Balatonvilágos,03559,8173,46.9667,18.1667
Balatonújlak,16470,8712,46.6667,17.3833
Balatonőszöd,11916,8637,46.8,17.8
Balinka,31103,8055,47.3167,18.1833
Balkány,26958,4233,47.7667,21.8667
Ballószög,13408,6035,46.8667,19.5833
Balmazújváros,02918,4060,47.6167,21.35
Balmazújváros,02918,4063,47.6167,21.35
Balogunyom,05102,9771,47.1667,16.65
Balotaszállás,25937,6412,46.35,19.5333
Balsa,15963,4468,48.1833,21.55
Balástya,23676,6764,46.4167,20.0167
Bana,31422,2944,47.65,17.9167
Barabás,26480,4937,48.2333,22.4333
Baracs,07047,2426,46.8833,18.8833
Baracs,07047,2427,46.8833,18.8833
Baracska,08581,2471,47.2833,18.7667
Baranyajenő,24749,7384,46.2667,18.05
Baranyaszentgyörgy,05485,7383,46.2333,18.0167
Barbacs,06196,9169,47.65,17.3
Barcs,32799,7570,45.96,17.4586
Barcs,32799,7571,45.96,17.4586
Barlahida,27447,8948,46.7158,16.7025
Barnag,15778,8291,46.9833,17.75
Basal,15495,7922,46.0667,17.7833
Baskó,08846,3881,48.3333,21.3333
Battonya,18102,5830,46.2833,21.0167
Batyk,24864,8797,46.9833,17.0333
Baté,32337,7258,46.35,17.9667
Bazsi,07427,8352,46.9333,17.25
Becsehely,23144,8866,46.4458,16.7928
Becske,12016,2693,47.9167,19.3833
Becskeháza,27049,3768,48.5333,20.85
Becsvölgye,18360,8985,46.7667,16.7
Bedegkér,20710,8666,46.65,18.0667
Bedő,33446,4128,47.1667,21.75
Bejcgyertyános,10384,9683,47.15,16.925
Bekecs,06929,3903,48.15,21.1833
Bekölce,04400,3343,48.0833,20.2833
Belecska,28662,7061,46.65,18.4167
Beled,10588,9343,47.4667,17.1
Beleg,17127,7543,46.3167,17.4167
Belezna,09168,8855,46.3278,16.94
Beloiannisz,08466,2455,47.1667,18.8333
Belsősárd,20950,8978,46.65,16.4833
Belvárdgyula,19008,7747,45.9722,18.4339
Benk,25441,4643,48.3,22.2333
Bercel,02389,2687,47.8667,19.4167
Beregdaróc,28246,4934,48.2,22.5333
Beregsurány,20677,4933,48.1667,22.55
Berekböszörmény,18467,4116,47.0667,21.6833
Berekfürdő,34005,5309,47.3833,20.85
Beremend,31927,7827,45.7853,18.4347
Beret,29674,3834,48.35,21.0333
Berettyóújfalu,12788,4100,47.2167,21.55
Berettyóújfalu,12788,4101,47.2167,21.55
Berettyóújfalu,12788,4103,47.2167,21.55
Berhida,33127,8181,47.1167,18.1333
Berhida,33127,8182,47.1167,18.1333
Berkenye,09034,2641,47.8833,19.0833
Berkesd,16461,7664,46.0667,18.4167
Berkesz,07472,4521,48.1,21.9833
Bernecebaráti,18777,2639,48.0333,18.9167
Berzence,30119,7516,46.2,17.15
Berzék,26356,3575,48.0167,20.95
Besence,30049,7838,45.9,17.9667
Besenyszög,11305,5071,47.3,20.2667
Besenyőd,13639,4557,47.9667,22.0167
Besenyőtelek,27517,3373,47.7,20.4333
Besnyő,16346,2456,47.1833,18.8167
Beszterec,21227,4488,48.15,21.85
Bezedek,14119,7782,45.8647,18.5864
Bezenye,29805,9223,47.9667,17.2167
Bezeréd,12830,8934,46.8667,17.0167
Bezi,10560,9162,47.6667,17.4
Biatorbágy,08891,2051,47.4667,18.8167
Biatorbágy,08891,2052,47.4667,18.8167
Bicske,10481,2060,47.4833,18.6333
Bicske,10481,2061,47.4833,18.6333
Bicske,10481,2063,47.4833,18.6333
Bicsérd,13310,7671,46.0167,18.0833
Bihardancsháza,25256,4175,47.2333,21.3167
Biharkeresztes,19956,4110,47.1333,21.7167
Biharnagybajom,24828,4172,47.2167,21.2333
Bihartorda,29887,4174,47.2167,21.3667
Biharugra,29610,5538,46.9667,21.6
Bikal,04899,7346,46.3333,18.2833
Bikács,11970,7043,46.6833,18.6667
Biri,02945,4235,47.8167,21.85
Birján,05139,7747,45.9978,18.3747
Birján,05139,8641,46.7111,17.4194
Birján,05139,8642,46.7111,17.4194
Birján,05139,8644,46.7111,17.4194
Bisse,24925,7811,45.9078,18.2581
Boba,29203,9542,47.2,17.1833
Bocfölde,17543,8943,46.7833,16.8333
Boconád,22354,3368,47.6333,20.2
Bocska,31291,8776,46.55,16.9167
Bocskaikert,34102,4241,47.4333,21.9167
Boda,20899,7672,46.0833,18.05
Bodajk,18254,8053,47.3167,18.2333
Bodajk,18254,8054,47.3167,18.2333
Bodmér,11624,8080,47.45,18.55
Bodolyabér,33002,7394,46.2,18.1167
Bodonhely,06220,9134,47.5667,17.4
Bodony,14933,3243,47.95,20.0333
Bodony,14933,3244,47.95,20.0333
Bodorfa,04321,8471,47.0667,17.3333
Bodrog,10506,7439,46.4667,17.6667
Bodroghalom,23737,3987,48.3,21.7167
Bodroghalom,23737,3988,48.3,21.7167
Bodrogkeresztúr,30784,3916,48.1667,21.3667
Bodrogkisfalud,33808,3917,48.1833,21.3667
Bodrogolaszi,14401,3943,48.2833,21.5167
Bodrogolaszi,14401,3944,48.2833,21.5167
Bodrogolaszi,14401,3945,48.2833,21.5167
Bogdása,10694,7966,45.8833,17.8
Bogyiszló,03425,7132,46.3833,18.8333
Bogyoszló,04367,9324,47.5667,17.1833
Bogács,25195,3412,47.9,20.5333
Bogád,32151,7741,46.0833,18.3333
Bogádmindszent,21892,7836,45.9069,18.0406
Bojt,14137,4114,47.2,21.7333
Bokod,07311,2855,47.5,18.25
Bokor,03841,3066,47.9333,19.55
Boldog,03452,3016,47.6,19.7
Boldogasszonyfa,13116,7937,46.1833,17.8333
Boldogkőváralja,14474,3885,48.3333,21.2333
Boldogkőújfalu,18944,3884,48.3167,21.25
Boldva,08396,3794,48.2167,20.8
Bolhás,13994,7517,46.2667,17.2833
Bolhó,18120,7586,46.0333,17.3
Boncodfölde,10782,8992,46.8667,16.7333
Bonnya,22673,7281,46.5833,17.9
Bonyhád,06497,7150,46.3,18.5333
Bonyhád,06497,7151,46.3,18.5333
Bonyhád,06497,7153,46.3,18.5333
Bonyhádvarasd,14818,7158,46.3667,18.4833
Bordány,08192,6795,46.3217,19.925
Borgáta,03090,9554,47.1667,17.0833
Borjád,06725,7756,45.9339,18.4672
Borota,19327,6445,46.2631,19.2253
Borsfa,10056,8885,46.5167,16.7833
Borsodbóta,30669,3658,48.2167,20.4
Borsodgeszt,16124,3426,47.95,20.7
Borsodivánka,06707,3462,47.7,20.6667
Borsodnádasd,05315,3671,48.1167,20.25
Borsodnádasd,05315,3672,48.1167,20.25
Borsodszentgyörgy,30207,3623,48.1833,20.2
Borsodszentgyörgy,30207,3625,48.1833,20.2
Borsodszirák,16799,3796,48.2667,20.7667
Borsosberény,09894,2644,47.9667,19.1167
Borszörcsök,04765,8479,47.1333,17.4
Borzavár,30252,8428,47.3,17.8333
Bosta,14368,7811,45.9483,18.2092
Botpalád,22239,4955,48.0333,22.8
Botykapeterd,13365,7900,46.05,17.8667
Bozsok,05023,9727,47.3333,16.5
Bozzai,06390,9752,47.2,16.7667
Bucsa,13471,5527,47.2,21
Bucsu,32984,9792,47.2667,16.5
Bucsuta,07986,8893,46.5667,16.85
Budajenő,03407,2093,47.55,18.8
Budakalász,23463,2011,47.6167,19.05
Budakalász,23463,2012,47.6167,19.05
Budakalász,23463,2013,47.6167,19.05
Budakeszi,12052,2092,47.5167,18.9333
Budapest,02112,1011,47.5011,19.0469
Budapest,02112,1012,47.5,19.0833
Budapest,02112,1013,47.4961,19.0309
Budapest,02112,1014,47.5034,19.0349
Budapest,02112,1015,47.5,19.0833
Budapest,02112,1016,47.48,19.02
Budapest,02112,1021,47.496,19.0771
Budapest,02112,1022,47.5,19.0833
Budapest,02112,1023,47.521,19.0347
Budapest,02112,1024,47.507,19.0569
Budapest,02112,1025,47.403,19.0915
Budapest,02112,1026,47.5117,19.0131
Budapest,02112,1027,47.5083,19.0386
Budapest,02112,1028,47.5,19.0833
Budapest,02112,1029,47.5,19.0833
Budapest,02112,1031,47.5729,19.0538
Budapest,02112,1032,47.5,19.0833
Budapest,02112,1033,47.5,19.0833
Budapest,02112,1034,47.5,19.0833
Budapest,02112,1035,47.5,19.0833
Budapest,02112,1036,47.5328,19.0419
Budapest,02112,1037,47.5,19.0833
Budapest,02112,1038,47.5915,19.0486
Budapest,02112,1039,47.5562,19.0684
Budapest,02112,1041,47.5,19.0833
Budapest,02112,1042,47.5,19.0833
Budapest,02112,1043,47.5,19.0833
Budapest,02112,1044,47.5,19.0833
Budapest,02112,1045,47.5,19.0833
Budapest,02112,1046,47.5,19.0833
Budapest,02112,1047,47.5,19.0833
Budapest,02112,1048,47.5,19.0833
Budapest,02112,1051,47.4986,19.0499
Budapest,02112,1052,47.4968,19.0555
Budapest,02112,1053,47.4839,19.0597
Budapest,02112,1054,47.5068,19.0526
Budapest,02112,1055,47.5,19.0833
Budapest,02112,1056,47.4926,19.0516
Budapest,02112,1061,47.4996,19.0574
Budapest,02112,1062,47.525,19.0766
Budapest,02112,1063,47.5102,19.0702
Budapest,02112,1064,47.5062,19.069
Budapest,02112,1065,47.4767,19.0851
Budapest,02112,1066,47.5075,19.0589
Budapest,02112,1067,47.5077,19.0602
Budapest,02112,1068,47.5096,19.0717
Budapest,02112,1071,47.5,19.0833
Budapest,02112,1072,47.4997,19.0716
Budapest,02112,1073,47.4992,19.0718
Budapest,02112,1074,47.4768,19.071
Budapest,02112,1075,47.4971,19.0566
Budapest,02112,1076,47.5,19.0833
Budapest,02112,1077,47.5007,19.0786
Budapest,02112,1078,47.5034,19.0821
Budapest,02112,1081,47.4946,19.0776
Budapest,02112,1082,47.514,19.0788
Budapest,02112,1083,47.5,19.0833
Budapest,02112,1084,47.5,19.0833
Budapest,02112,1085,47.497,19.0756
Budapest,02112,1086,47.5,19.0833
Budapest,02112,1087,47.4996,19.0817
Budapest,02112,1088,47.4902,19.0905
Budapest,02112,1089,47.4935,19.0882
Budapest,02112,1091,47.5,19.0833
Budapest,02112,1092,47.5,19.0833
Budapest,02112,1093,47.4919,19.0691
Budapest,02112,1094,47.481,19.0724
Budapest,02112,1095,47.4845,19.0492
Budapest,02112,1096,47.5,19.0833
Budapest,02112,1097,47.4892,19.074
Budapest,02112,1098,47.5,19.0833
Budapest,02112,1101,47.5,19.0833
Budapest,02112,1102,47.5,19.0833
Budapest,02112,1103,47.5,19.0833
Budapest,02112,1104,47.5,19.0833
Budapest,02112,1105,47.5,19.0833
Budapest,02112,1106,47.5032,19.1367
Budapest,02112,1107,47.5,19.0833
Budapest,02112,1108,47.5,19.0833
Budapest,02112,1111,47.482,19.0536
Budapest,02112,1112,47.4734,19.0076
Budapest,02112,1113,47.4748,19.037
Budapest,02112,1114,47.5,19.0833
Budapest,02112,1115,47.5,19.0833
Budapest,02112,1116,47.444,19.041
Budapest,02112,1117,47.501,19.038
Budapest,02112,1118,47.4846,19.0334
Budapest,02112,1119,47.4571,19.0402
Budapest,02112,1121,47.5014,19.0078
Budapest,02112,1122,47.5,19.0833
Budapest,02112,1123,47.4942,19.024
Budapest,02112,1124,47.5,19.0833
Budapest,02112,1125,47.5,19.0833
Budapest,02112,1126,47.5,19.0833
Budapest,02112,1131,47.5,19.0833
Budapest,02112,1132,47.4968,19.0776
Budapest,02112,1133,47.5223,19.0564
Budapest,02112,1134,47.5243,19.0647
Budapest,02112,1135,47.5354,19.0818
Budapest,02112,1136,47.5,19.0833
Budapest,02112,1137,47.5086,19.0624
Budapest,02112,1138,47.5239,19.0455
Budapest,02112,1139,47.5,19.0833
Budapest,02112,1141,47.4992,19.0688
Budapest,02112,1142,47.515,19.0936
Budapest,02112,1143,47.5139,19.1268
Budapest,02112,1144,47.5,19.0833
Budapest,02112,1145,47.5141,19.1038
Budapest,02112,1146,47.5067,19.0836
Budapest,02112,1147,47.5,19.0833
Budapest,02112,1148,47.504,19.1192
Budapest,02112,1149,47.5139,19.1268
Budapest,02112,1151,47.5,19.0833
Budapest,02112,1152,47.5481,19.1306
Budapest,02112,1153,47.5,19.0833
Budapest,02112,1154,47.5,19.0833
Budapest,02112,1155,47.5,19.0833
Budapest,02112,1156,47.5,19.0833
Budapest,02112,1157,47.5,19.0833
Budapest,02112,1158,47.5,19.0833
Budapest,02112,1161,47.5,19.0833
Budapest,02112,1162,47.5,19.0833
Budapest,02112,1163,47.5,19.0833
Budapest,02112,1164,47.5,19.0833
Budapest,02112,1165,47.5,19.0833
Budapest,02112,1171,47.5,19.0833
Budapest,02112,1172,47.5,19.0833
Budapest,02112,1173,47.5231,19.0554
Budapest,02112,1174,47.5,19.0833
Budapest,02112,1181,47.5,19.0833
Budapest,02112,1182,47.5,19.0833
Budapest,02112,1183,47.5,19.0833
Budapest,02112,1184,47.5,19.0833
Budapest,02112,1185,47.5,19.0833
Budapest,02112,1186,47.5,19.0833
Budapest,02112,1188,47.5,19.0833
Budapest,02112,1191,47.5,19.0833
Budapest,02112,1192,47.5,19.0833
Budapest,02112,1193,47.5,19.0833
Budapest,02112,1194,47.5,19.0833
Budapest,02112,1195,47.5,19.0833
Budapest,02112,1196,47.5,19.0833
Budapest,02112,1201,47.5,19.0833
Budapest,02112,1202,47.5,19.0833
Budapest,02112,1203,47.5,19.0833
Budapest,02112,1204,47.5,19.0833
Budapest,02112,1205,47.5,19.0833
Budapest,02112,1211,47.5,19.0833
Budapest,02112,1212,47.484,19.123
Budapest,02112,1213,47.5,19.0833
Budapest,02112,1214,47.5,19.0833
Budapest,02112,1215,47.5,19.0833
Budapest,02112,1221,47.5,19.0833
Budapest,02112,1222,47.5,19.0833
Budapest,02112,1223,47.5,19.0833
Budapest,02112,1224,47.5,19.0833
Budapest,02112,1225,47.5,19.0833
Budapest,02112,1237,47.5,19.0833
Budapest,02112,1238,47.5,19.0833
Budapest,02112,1239,47.5,19.0833
Budapest,02112,1529,47.5,19.0833
Budapest,03179,1011,47.5011,19.0469
Budapest,03179,1012,47.5,19.0833
Budapest,03179,1013,47.4961,19.0309
Budapest,03179,1014,47.5034,19.0349
Budapest,03179,1015,47.5,19.0833
Budapest,03179,1016,47.48,19.02
Budapest,03179,1021,47.496,19.0771
Budapest,03179,1022,47.5,19.0833
Budapest,03179,1023,47.521,19.0347
Budapest,03179,1024,47.507,19.0569
Budapest,03179,1025,47.403,19.0915
Budapest,03179,1026,47.5117,19.0131
Budapest,03179,1027,47.5083,19.0386
Budapest,03179,1028,47.5,19.0833
Budapest,03179,1029,47.5,19.0833
Budapest,03179,1031,47.5729,19.0538
Budapest,03179,1032,47.5,19.0833
Budapest,03179,1033,47.5,19.0833
Budapest,03179,1034,47.5,19.0833
Budapest,03179,1035,47.5,19.0833
Budapest,03179,1036,47.5328,19.0419
Budapest,03179,1037,47.5,19.0833
Budapest,03179,1038,47.5915,19.0486
Budapest,03179,1039,47.5562,19.0684
Budapest,03179,1041,47.5,19.0833
Budapest,03179,1042,47.5,19.0833
Budapest,03179,1043,47.5,19.0833
Budapest,03179,1044,47.5,19.0833
Budapest,03179,1045,47.5,19.0833
Budapest,03179,1046,47.5,19.0833
Budapest,03179,1047,47.5,19.0833
Budapest,03179,1048,47.5,19.0833
Budapest,03179,1051,47.4986,19.0499
Budapest,03179,1052,47.4968,19.0555
Budapest,03179,1053,47.4839,19.0597
Budapest,03179,1054,47.5068,19.0526
Budapest,03179,1055,47.5,19.0833
Budapest,03179,1056,47.4926,19.0516
Budapest,03179,1061,47.4996,19.0574
Budapest,03179,1062,47.525,19.0766
Budapest,03179,1063,47.5102,19.0702
Budapest,03179,1064,47.5062,19.069
Budapest,03179,1065,47.4767,19.0851
Budapest,03179,1066,47.5075,19.0589
Budapest,03179,1067,47.5077,19.0602
Budapest,03179,1068,47.5096,19.0717
Budapest,03179,1071,47.5,19.0833
Budapest,03179,1072,47.4997,19.0716
Budapest,03179,1073,47.4992,19.0718
Budapest,03179,1074,47.4768,19.071
Budapest,03179,1075,47.4971,19.0566
Budapest,03179,1076,47.5,19.0833
Budapest,03179,1077,47.5007,19.0786
Budapest,03179,1078,47.5034,19.0821
Budapest,03179,1081,47.4946,19.0776
Budapest,03179,1082,47.514,19.0788
Budapest,03179,1083,47.5,19.0833
Budapest,03179,1084,47.5,19.0833
Budapest,03179,1085,47.497,19.0756
Budapest,03179,1086,47.5,19.0833
Budapest,03179,1087,47.4996,19.0817
Budapest,03179,1088,47.4902,19.0905
Budapest,03179,1089,47.4935,19.0882
Budapest,03179,1091,47.5,19.0833
Budapest,03179,1092,47.5,19.0833
Budapest,03179,1093,47.4919,19.0691
Budapest,03179,1094,47.481,19.0724
Budapest,03179,1095,47.4845,19.0492
Budapest,03179,1096,47.5,19.0833
Budapest,03179,1097,47.4892,19.074
Budapest,03179,1098,47.5,19.0833
Budapest,03179,1101,47.5,19.0833
Budapest,03179,1102,47.5,19.0833
Budapest,03179,1103,47.5,19.0833
Budapest,03179,1104,47.5,19.0833
Budapest,03179,1105,47.5,19.0833
Budapest,03179,1106,47.5032,19.1367
Budapest,03179,1107,47.5,19.0833
Budapest,03179,1108,47.5,19.0833
Budapest,03179,1111,47.482,19.0536
Budapest,03179,1112,47.4734,19.0076
Budapest,03179,1113,47.4748,19.037
Budapest,03179,1114,47.5,19.0833
Budapest,03179,1115,47.5,19.0833
Budapest,03179,1116,47.444,19.041
Budapest,03179,1117,47.501,19.038
Budapest,03179,1118,47.4846,19.0334
Budapest,03179,1119,47.4571,19.0402
Budapest,03179,1121,47.5014,19.0078
Budapest,03179,1122,47.5,19.0833
Budapest,03179,1123,47.4942,19.024
Budapest,03179,1124,47.5,19.0833
Budapest,03179,1125,47.5,19.0833
Budapest,03179,1126,47.5,19.0833
Budapest,03179,1131,47.5,19.0833
Budapest,03179,1132,47.4968,19.0776
Budapest,03179,1133,47.5223,19.0564
Budapest,03179,1134,47.5243,19.0647
Budapest,03179,1135,47.5354,19.0818
Budapest,03179,1136,47.5,19.0833
Budapest,03179,1137,47.5086,19.0624
Budapest,03179,1138,47.5239,19.0455
Budapest,03179,1139,47.5,19.0833
Budapest,03179,1141,47.4992,19.0688
Budapest,03179,1142,47.515,19.0936
Budapest,03179,1143,47.5139,19.1268
Budapest,03179,1144,47.5,19.0833
Budapest,03179,1145,47.5141,19.1038
Budapest,03179,1146,47.5067,19.0836
Budapest,03179,1147,47.5,19.0833
Budapest,03179,1148,47.504,19.1192
Budapest,03179,1149,47.5139,19.1268
Budapest,03179,1151,47.5,19.0833
Budapest,03179,1152,47.5481,19.1306
Budapest,03179,1153,47.5,19.0833
Budapest,03179,1154,47.5,19.0833
Budapest,03179,1155,47.5,19.0833
Budapest,03179,1156,47.5,19.0833
Budapest,03179,1157,47.5,19.0833
Budapest,03179,1158,47.5,19.0833
Budapest,03179,1161,47.5,19.0833
Budapest,03179,1162,47.5,19.0833
Budapest,03179,1163,47.5,19.0833
Budapest,03179,1164,47.5,19.0833
Budapest,03179,1165,47.5,19.0833
Budapest,03179,1171,47.5,19.0833
Budapest,03179,1172,47.5,19.0833
Budapest,03179,1173,47.5231,19.0554
Budapest,03179,1174,47.5,19.0833
Budapest,03179,1181,47.5,19.0833
Budapest,03179,1182,47.5,19.0833
Budapest,03179,1183,47.5,19.0833
Budapest,03179,1184,47.5,19.0833
Budapest,03179,1185,47.5,19.0833
Budapest,03179,1186,47.5,19.0833
Budapest,03179,1188,47.5,19.0833
Budapest,03179,1191,47.5,19.0833
Budapest,03179,1192,47.5,19.0833
Budapest,03179,1193,47.5,19.0833
Budapest,03179,1194,47.5,19.0833
Budapest,03179,1195,47.5,19.0833
